skill_name	repo_spec	relative_path	discovered_from
segment-automation	sickn33/antigravity-awesome-skills	skills/segment-automation	https://github.com/sickn33/antigravity-awesome-skills
segment-cdp	sickn33/antigravity-awesome-skills	skills/segment-cdp	https://github.com/sickn33/antigravity-awesome-skills
segmetrics-automation	ComposioHQ/awesome-claude-skills	composio-skills/segmetrics-automation	https://github.com/ComposioHQ/awesome-claude-skills
seismic-automation	ComposioHQ/awesome-claude-skills	composio-skills/seismic-automation	https://github.com/ComposioHQ/awesome-claude-skills
semanticscholar-automation	ComposioHQ/awesome-claude-skills	composio-skills/semanticscholar-automation	https://github.com/ComposioHQ/awesome-claude-skills
semgrep	trailofbits/skills	plugins/static-analysis/skills/semgrep	https://awesomeclaude.ai/awesome-claude-skills
semgrep-rule-creator	sickn33/antigravity-awesome-skills	skills/semgrep-rule-creator	https://github.com/sickn33/antigravity-awesome-skills
semgrep-rule-variant-creator	sickn33/antigravity-awesome-skills	skills/semgrep-rule-variant-creator	https://github.com/sickn33/antigravity-awesome-skills
semrush-automation	ComposioHQ/awesome-claude-skills	composio-skills/semrush-automation	https://github.com/ComposioHQ/awesome-claude-skills
sendbird-ai-chabot-automation	ComposioHQ/awesome-claude-skills	composio-skills/sendbird-ai-chabot-automation	https://github.com/ComposioHQ/awesome-claude-skills
sendbird-automation	ComposioHQ/awesome-claude-skills	composio-skills/sendbird-automation	https://github.com/ComposioHQ/awesome-claude-skills
sendfox-automation	ComposioHQ/awesome-claude-skills	composio-skills/sendfox-automation	https://github.com/ComposioHQ/awesome-claude-skills
sendgrid-automation	sickn33/antigravity-awesome-skills	skills/sendgrid-automation	https://github.com/sickn33/antigravity-awesome-skills
sendlane-automation	ComposioHQ/awesome-claude-skills	composio-skills/sendlane-automation	https://github.com/ComposioHQ/awesome-claude-skills
sendloop-automation	ComposioHQ/awesome-claude-skills	composio-skills/sendloop-automation	https://github.com/ComposioHQ/awesome-claude-skills
sendspark-automation	ComposioHQ/awesome-claude-skills	composio-skills/sendspark-automation	https://github.com/ComposioHQ/awesome-claude-skills
senior-architect	sickn33/antigravity-awesome-skills	skills/senior-architect	https://github.com/sickn33/antigravity-awesome-skills
senior-backend	davila7/claude-code-templates	cli-tool/components/skills/development/senior-backend	https://www.aitmpl.com/
senior-computer-vision	davila7/claude-code-templates	cli-tool/components/skills/development/senior-computer-vision	https://www.aitmpl.com/
senior-data-engineer	davila7/claude-code-templates	cli-tool/components/skills/development/senior-data-engineer	https://www.aitmpl.com/
senior-data-scientist	davila7/claude-code-templates	cli-tool/components/skills/development/senior-data-scientist	https://www.aitmpl.com/
senior-devops	davila7/claude-code-templates	cli-tool/components/skills/development/senior-devops	https://www.aitmpl.com/
senior-frontend	sickn33/antigravity-awesome-skills	skills/senior-frontend	https://github.com/sickn33/antigravity-awesome-skills
senior-fullstack	sickn33/antigravity-awesome-skills	skills/senior-fullstack	https://github.com/sickn33/antigravity-awesome-skills
senior-ml-engineer	davila7/claude-code-templates	cli-tool/components/skills/development/senior-ml-engineer	https://www.aitmpl.com/
senior-prompt-engineer	davila7/claude-code-templates	cli-tool/components/skills/development/senior-prompt-engineer	https://www.aitmpl.com/
senior-qa	davila7/claude-code-templates	cli-tool/components/skills/development/senior-qa	https://www.aitmpl.com/
senior-secops	davila7/claude-code-templates	cli-tool/components/skills/development/senior-secops	https://www.aitmpl.com/
senior-security	davila7/claude-code-templates	cli-tool/components/skills/development/senior-security	https://www.aitmpl.com/
sensibo-automation	ComposioHQ/awesome-claude-skills	composio-skills/sensibo-automation	https://github.com/ComposioHQ/awesome-claude-skills
sentiment-analyzer	guia-matthieu/clawfu-skills	skills/analytics/sentiment-analyzer	https://awesomeclaude.ai/awesome-claude-skills
sentry-automation	sickn33/antigravity-awesome-skills	skills/sentry-automation	https://github.com/sickn33/antigravity-awesome-skills
seo	davila7/claude-code-templates	cli-tool/components/skills/development/seo	https://www.aitmpl.com/
seo-audit	sickn33/antigravity-awesome-skills	skills/seo-audit	https://github.com/sickn33/antigravity-awesome-skills
seo-authority-builder	sickn33/antigravity-awesome-skills	skills/seo-authority-builder	https://github.com/sickn33/antigravity-awesome-skills
seo-cannibalization-detector	sickn33/antigravity-awesome-skills	skills/seo-cannibalization-detector	https://github.com/sickn33/antigravity-awesome-skills
seo-content-auditor	sickn33/antigravity-awesome-skills	skills/seo-content-auditor	https://github.com/sickn33/antigravity-awesome-skills
seo-content-planner	sickn33/antigravity-awesome-skills	skills/seo-content-planner	https://github.com/sickn33/antigravity-awesome-skills
seo-content-refresher	sickn33/antigravity-awesome-skills	skills/seo-content-refresher	https://github.com/sickn33/antigravity-awesome-skills
seo-content-writer	sickn33/antigravity-awesome-skills	skills/seo-content-writer	https://github.com/sickn33/antigravity-awesome-skills
seo-forensic-incident-response	sickn33/antigravity-awesome-skills	skills/seo-forensic-incident-response	https://github.com/sickn33/antigravity-awesome-skills
seo-fundamentals	sickn33/antigravity-awesome-skills	skills/seo-fundamentals	https://github.com/sickn33/antigravity-awesome-skills
seo-keyword-strategist	sickn33/antigravity-awesome-skills	skills/seo-keyword-strategist	https://github.com/sickn33/antigravity-awesome-skills
seo-meta-optimizer	sickn33/antigravity-awesome-skills	skills/seo-meta-optimizer	https://github.com/sickn33/antigravity-awesome-skills
seo-optimizer	davila7/claude-code-templates	cli-tool/components/skills/business-marketing/seo-optimizer	https://www.aitmpl.com/
seo-snippet-hunter	sickn33/antigravity-awesome-skills	skills/seo-snippet-hunter	https://github.com/sickn33/antigravity-awesome-skills
seo-structure-architect	sickn33/antigravity-awesome-skills	skills/seo-structure-architect	https://github.com/sickn33/antigravity-awesome-skills
seqera-automation	ComposioHQ/awesome-claude-skills	composio-skills/seqera-automation	https://github.com/ComposioHQ/awesome-claude-skills
serpapi-automation	ComposioHQ/awesome-claude-skills	composio-skills/serpapi-automation	https://github.com/ComposioHQ/awesome-claude-skills
serpdog-automation	ComposioHQ/awesome-claude-skills	composio-skills/serpdog-automation	https://github.com/ComposioHQ/awesome-claude-skills
serply-automation	ComposioHQ/awesome-claude-skills	composio-skills/serply-automation	https://github.com/ComposioHQ/awesome-claude-skills
server-management	sickn33/antigravity-awesome-skills	skills/server-management	https://github.com/sickn33/antigravity-awesome-skills
service	davila7/claude-code-templates	cli-tool/components/skills/railway/service	https://www.aitmpl.com/
service-mesh-expert	sickn33/antigravity-awesome-skills	skills/service-mesh-expert	https://github.com/sickn33/antigravity-awesome-skills
service-mesh-observability	sickn33/antigravity-awesome-skills	skills/service-mesh-observability	https://github.com/sickn33/antigravity-awesome-skills
servicem8-automation	ComposioHQ/awesome-claude-skills	composio-skills/servicem8-automation	https://github.com/ComposioHQ/awesome-claude-skills
session-handoff	davila7/claude-code-templates	cli-tool/components/skills/enterprise-communication/session-handoff	https://www.aitmpl.com/
sevdesk-automation	ComposioHQ/awesome-claude-skills	composio-skills/sevdesk-automation	https://github.com/ComposioHQ/awesome-claude-skills
sexual-health-analyzer	sickn33/antigravity-awesome-skills	skills/sexual-health-analyzer	https://github.com/sickn33/antigravity-awesome-skills
shadcn	sickn33/antigravity-awesome-skills	skills/shadcn	https://github.com/sickn33/antigravity-awesome-skills
shader-programming-glsl	sickn33/antigravity-awesome-skills	skills/shader-programming-glsl	https://github.com/sickn33/antigravity-awesome-skills
shap	K-Dense-AI/claude-scientific-skills	scientific-skills/shap	https://awesomeclaude.ai/awesome-claude-skills
shape-up	guia-matthieu/clawfu-skills	skills/product/shape-up	https://awesomeclaude.ai/awesome-claude-skills
share-point-automation	ComposioHQ/awesome-claude-skills	composio-skills/share-point-automation	https://github.com/ComposioHQ/awesome-claude-skills
share_point-automation	ComposioHQ/awesome-claude-skills	composio-skills/share_point-automation	https://github.com/ComposioHQ/awesome-claude-skills
sharp-edges	sickn33/antigravity-awesome-skills	skills/sharp-edges	https://github.com/sickn33/antigravity-awesome-skills
shelby	raintree-technology/claude-starter	.claude/skills/aptos/shelby	https://awesomeclaude.ai/awesome-claude-skills
shellcheck-configuration	sickn33/antigravity-awesome-skills	skills/shellcheck-configuration	https://github.com/sickn33/antigravity-awesome-skills
ship-learn-next	michalparkola/tapestry-skills-for-claude-code@main:ship-learn-next	ship-learn-next	https://awesomeclaude.ai/awesome-claude-skills
shipengine-automation	ComposioHQ/awesome-claude-skills	composio-skills/shipengine-automation	https://github.com/ComposioHQ/awesome-claude-skills
shodan-reconnaissance	sickn33/antigravity-awesome-skills	skills/shodan-reconnaissance	https://github.com/sickn33/antigravity-awesome-skills
shopify	raintree-technology/claude-starter	.claude/skills/shopify	https://awesomeclaude.ai/awesome-claude-skills
shopify-apps	sickn33/antigravity-awesome-skills	skills/shopify-apps	https://github.com/sickn33/antigravity-awesome-skills
shopify-automation	sickn33/antigravity-awesome-skills	skills/shopify-automation	https://github.com/sickn33/antigravity-awesome-skills
shopify-development	sickn33/antigravity-awesome-skills	skills/shopify-development	https://github.com/sickn33/antigravity-awesome-skills
shopify-expert	jeffallan/claude-skills	skills/shopify-expert	https://awesomeclaude.ai/awesome-claude-skills
short-io-automation	ComposioHQ/awesome-claude-skills	composio-skills/short-io-automation	https://github.com/ComposioHQ/awesome-claude-skills
short-menu-automation	ComposioHQ/awesome-claude-skills	composio-skills/short-menu-automation	https://github.com/ComposioHQ/awesome-claude-skills
shortcut-automation	ComposioHQ/awesome-claude-skills	composio-skills/shortcut-automation	https://github.com/ComposioHQ/awesome-claude-skills
shorten-rest-automation	ComposioHQ/awesome-claude-skills	composio-skills/shorten-rest-automation	https://github.com/ComposioHQ/awesome-claude-skills
shortpixel-automation	ComposioHQ/awesome-claude-skills	composio-skills/shortpixel-automation	https://github.com/ComposioHQ/awesome-claude-skills
shotstack-automation	ComposioHQ/awesome-claude-skills	composio-skills/shotstack-automation	https://github.com/ComposioHQ/awesome-claude-skills
sidetracker-automation	ComposioHQ/awesome-claude-skills	composio-skills/sidetracker-automation	https://github.com/ComposioHQ/awesome-claude-skills
signal-monitoring	guia-matthieu/clawfu-skills	skills/sdr-automation/signal-monitoring	https://awesomeclaude.ai/awesome-claude-skills
signaturely-automation	ComposioHQ/awesome-claude-skills	composio-skills/signaturely-automation	https://github.com/ComposioHQ/awesome-claude-skills
signpath-automation	ComposioHQ/awesome-claude-skills	composio-skills/signpath-automation	https://github.com/ComposioHQ/awesome-claude-skills
signup-flow-cro	sickn33/antigravity-awesome-skills	skills/signup-flow-cro	https://github.com/sickn33/antigravity-awesome-skills
signwell-automation	ComposioHQ/awesome-claude-skills	composio-skills/signwell-automation	https://github.com/ComposioHQ/awesome-claude-skills
similarity-search-patterns	sickn33/antigravity-awesome-skills	skills/similarity-search-patterns	https://github.com/sickn33/antigravity-awesome-skills
similarweb-digitalrank-api-automation	ComposioHQ/awesome-claude-skills	composio-skills/similarweb-digitalrank-api-automation	https://github.com/ComposioHQ/awesome-claude-skills
similarweb_digitalrank_api-automation	ComposioHQ/awesome-claude-skills	composio-skills/similarweb_digitalrank_api-automation	https://github.com/ComposioHQ/awesome-claude-skills
simla-com-automation	ComposioHQ/awesome-claude-skills	composio-skills/simla-com-automation	https://github.com/ComposioHQ/awesome-claude-skills
simple-analytics-automation	ComposioHQ/awesome-claude-skills	composio-skills/simple-analytics-automation	https://github.com/ComposioHQ/awesome-claude-skills
simplesat-automation	ComposioHQ/awesome-claude-skills	composio-skills/simplesat-automation	https://github.com/ComposioHQ/awesome-claude-skills
simpy	K-Dense-AI/claude-scientific-skills	scientific-skills/simpy	https://awesomeclaude.ai/awesome-claude-skills
simulation-orchestrator	HeshamFS/materials-simulation-skills	skills/simulation-workflow/simulation-orchestrator	https://awesomeclaude.ai/awesome-claude-skills
simulation-validator	HeshamFS/materials-simulation-skills	skills/simulation-workflow/simulation-validator	https://awesomeclaude.ai/awesome-claude-skills
sitemap-generator	guia-matthieu/clawfu-skills	skills/seo-tools/sitemap-generator	https://awesomeclaude.ai/awesome-claude-skills
sitespeakai-automation	ComposioHQ/awesome-claude-skills	composio-skills/sitespeakai-automation	https://github.com/ComposioHQ/awesome-claude-skills
six-thinking-hats	guia-matthieu/clawfu-skills	skills/strategy/six-thinking-hats	https://awesomeclaude.ai/awesome-claude-skills
skill-authoring-workflow	deanpeters/Product-Manager-Skills	skills/skill-authoring-workflow	https://awesomeclaude.ai/awesome-claude-skills
skill-creation-guide	davila7/claude-code-templates	cli-tool/components/skills/development/skill-creation-guide	https://www.aitmpl.com/
